Rank,Length,Released,BPM,Key,Genre,Label,Date,Track_ID
18,6:36,2020-05-08,126,D min,House,Toolroom,2020-06-07,13455896.0
19,6:52,2020-05-08,128,G♯ maj,Techno (Peak Time / Driving / Hard),1605,2020-06-07,13448171.0
20,6:20,2020-05-29,123,E min,Nu Disco / Disco,Different,2020-06-07,13601981.0
21,7:25,2020-04-27,130,A min,Techno (Peak Time / Driving / Hard),Terminal M,2020-06-07,13300094.0
22,4:30,2020-05-29,87,F min,Drum & Bass,DNB Allstars Records,2020-06-07,13609097.0
23,5:15,2020-04-03,124,A maj,Deep House,SPINNIN' DEEP,2020-06-07,13270039.0
24,5:53,2020-03-27,125,A min,Tech House,Lovejuice Records,2020-06-07,13276032.0
25,8:23,2020-05-29,124,C maj,Progressive House,Sirup Records,2020-06-07,13533594.0
26,7:13,2020-05-12,124,A♯ min,Melodic House & Techno,Anjunadeep,2020-06-07,13534688.0
27,7:17,2020-03-13,124,C♯ maj,House,Different,2020-06-07,13224643.0
28,7:45,2020-05-15,128,G maj,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-07,13544294.0
29,6:21,2020-05-29,120,F min,Melodic House & Techno,Anjunadeep,2020-06-07,13627944.0
30,8:32,2020-06-01,124,E min,Melodic House & Techno,Running Clouds,2020-06-07,13518744.0
31,8:21,2020-05-29,124,C♯ maj,Melodic House & Techno,Spectrum (NL),2020-06-07,13579243.0
32,5:10,2020-04-03,124,D♯ min,House,HouseU,2020-06-07,13289612.0
33,6:23,2020-05-29,126,A min,Tech House,Toolroom,2020-06-07,13589546.0
34,5:45,2020-05-11,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-07,13478933.0
35,4:59,2020-05-22,87,D♯ min,Drum & Bass,Virgin EMI,2020-06-07,13660830.0
36,3:13,2020-05-15,175,A♯ min,Drum & Bass,Cult.ure,2020-06-07,13622356.0
37,7:23,2020-05-22,126,G maj,Tech House,Hot Creations,2020-06-07,13543076.0
38,5:25,2020-02-28,124,A maj,House,There Was Jack,2020-06-07,13139783.0
39,6:46,2020-06-05,126,F min,House,Nothing Else Matters,2020-06-07,13577515.0
40,6:11,2020-05-15,127,A min,Tech House,Cr2 Records,2020-06-07,13475456.0
41,8:04,2020-05-15,120,D min,Melodic House & Techno,Anjunadeep,2020-06-07,13502984.0
42,7:05,2020-05-15,123,A♯ maj,Tech House,Saved Records,2020-06-07,13497085.0
43,7:08,2020-03-13,130,E min,Techno (Peak Time / Driving / Hard),Perfekt Groove Recordings,2020-06-07,13233333.0
44,5:50,2020-05-22,124,A min,Tech House,La Luna Records,2020-06-07,13445222.0
45,5:01,2020-05-15,125,A♯ min,Funky / Groove / Jackin' House,Next-Gen-Records,2020-06-07,13431846.0
46,8:03,2020-05-08,124,A min,House,Rekids,2020-06-07,13457531.0
47,6:43,2020-04-17,125,C min,Tech House,SOLOTOKO,2020-06-07,13319301.0
48,5:38,2020-03-31,125,A maj,Tech House,Catch & Release/Astralwerks,2020-06-07,13362738.0
49,4:53,2020-05-21,127,F♯ min,House,Universal-Island Records Ltd.,2020-06-07,13660904.0
50,8:05,2020-04-24,133,B min,Techno (Peak Time / Driving / Hard),Armada Music,2020-06-07,13381544.0
51,4:30,2020-05-29,174,D min,Drum & Bass,Valve Recordings,2020-06-07,13431134.0
52,7:41,2020-04-03,125,D min,Melodic House & Techno,Knee Deep In Sound,2020-06-07,13301110.0
53,6:20,2020-05-22,127,A♯ min,Tech House,Sola,2020-06-07,13417750.0
54,4:53,2020-05-29,126,A min,Tech House,Club Sweat,2020-06-07,13508237.0
55,6:07,2020-03-13,128,C♯ min,Techno (Peak Time / Driving / Hard),1605,2020-06-07,13153393.0
56,6:37,2020-05-25,132,C♯ min,Techno (Peak Time / Driving / Hard),Fe Chrome,2020-06-07,13591419.0
57,6:01,2020-05-08,125,A♯ maj,Progressive House,8Bit,2020-06-07,13296484.0
58,7:06,2020-03-27,123,D maj,Melodic House & Techno,Timeless Moment,2020-06-07,13314906.0
59,8:03,2020-01-17,123,A♯ maj,Melodic House & Techno,Kontor Records,2020-06-07,12792193.0
60,5:54,2020-04-03,126,C min,Minimal / Deep Tech,Rawsome Deep,2020-06-07,13286413.0
61,6:38,2020-05-01,124,A min,Nu Disco / Disco,Enormous Tunes,2020-06-07,13404066.0
62,5:04,2020-05-22,87,B min,Drum & Bass,RUN,2020-06-07,13627389.0
63,7:32,2020-05-22,123,C min,Deep House,Crosstown Rebels,2020-06-07,13544101.0
64,5:55,2020-05-08,175,A♯ maj,Drum & Bass,Dread Recordings,2020-06-07,13269352.0
65,4:35,2020-05-15,86,B min,Drum & Bass,V Recordings,2020-06-07,13574641.0
66,5:11,2020-05-15,125,D♯ min,House,Ministry of Sound Recordings,2020-06-07,13530785.0
67,6:22,2020-04-17,125,C min,Tech House,Armada Subjekt,2020-06-07,13366870.0
68,4:33,2020-05-08,86,A min,Drum & Bass,Cult.ure,2020-06-07,13568703.0
69,5:48,2020-05-22,124,G min,Bass House,SPINNIN' RECORDS,2020-06-07,13648690.0
70,4:59,2020-03-02,125,D min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-07,13167905.0
71,7:14,2019-12-06,124,A min,Melodic House & Techno,fryhide,2020-06-07,12806184.0
72,5:09,2020-05-22,124,E min,House,There Was Jack,2020-06-07,13496482.0
73,5:59,2020-04-10,126,G min,Tech House,All We Have Is Now,2020-06-07,13230811.0
74,6:40,2020-05-29,123,A min,Melodic House & Techno,Afterlife Records,2020-06-07,13671534.0
75,7:04,2020-05-22,130,G♯ min,Techno (Peak Time / Driving / Hard),Legend,2020-06-07,13503150.0
76,8:20,2020-05-22,138,C min,Trance,Black Hole Recordings,2020-06-07,13291129.0
77,5:39,2020-04-27,123,G maj,House,Idol Records,2020-06-07,13385932.0
78,5:38,2020-03-02,125,A min,Funky / Groove / Jackin' House,Cube Recordings,2020-06-07,13192473.0
79,7:14,2020-05-27,124,F♯ min,Melodic House & Techno,Anjunadeep,2020-06-07,13615095.0
80,4:44,2020-05-08,123,A♯ min,Funky / Groove / Jackin' House,Tactical Records,2020-06-07,13480233.0
81,5:44,2020-05-08,138,C min,Trance,Armada Music,2020-06-07,13535844.0
82,6:30,2019-07-14,124,A maj,Nu Disco / Disco,Muzik X Press,2020-06-07,12311681.0
83,5:27,2020-05-28,123,A maj,Indie Dance,Whitesquare Series,2020-06-07,13608909.0
84,7:32,2020-05-26,124,C min,Deep House,Anjunadeep,2020-06-07,13572739.0
85,6:54,2020-05-15,125,A min,Deep House,Rebellion,2020-06-07,13480285.0
86,5:54,2020-06-05,126,A♯ min,Tech House,Repopulate Mars,2020-06-07,13614826.0
87,7:15,2020-04-27,128,A min,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-07,13419822.0
88,7:41,2020-05-29,121,C maj,Melodic House & Techno,Keinemusik,2020-06-07,13602014.0
89,8:52,2020-05-15,123,B maj,Afro House,VOD,2020-06-07,13503450.0
90,7:00,2020-05-20,130,A maj,Techno (Peak Time / Driving / Hard),Reload Black Label,2020-06-07,13503109.0
91,7:30,2020-05-22,125,C maj,Melodic House & Techno,Bedrock Records,2020-06-07,13554821.0
92,5:37,2020-04-09,126,D♯ maj,Tech House,Moon Harbour Recordings,2020-06-07,13230219.0
93,6:28,2020-05-29,126,A maj,Techno (Peak Time / Driving / Hard),DIRTYBIRD,2020-06-07,13592790.0
94,7:59,2020-05-22,126,C min,Melodic House & Techno,Mouseville,2020-06-07,13611189.0
95,4:23,2020-05-15,126,B min,Bass House,7Wallace,2020-06-07,13551064.0
96,6:13,2019-10-18,125,E min,Tech House,Ultra,2020-06-07,12635556.0
97,8:02,2020-05-25,123,F♯ min,Melodic House & Techno,Space Motion Records,2020-06-07,13562463.0
98,7:30,2020-05-15,126,F♯ maj,Melodic House & Techno,Kompakt Extra,2020-06-07,13492244.0
99,6:34,2020-04-10,127,A min,Deep House,Resonance Records,2020-06-07,13303675.0
100,5:35,2020-03-30,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-07,13305157.0
1,7:16,2020-05-29,120,D min,Melodic House & Techno,Siamese,2020-06-10,13614894.0
2,5:08,2020-05-29,125,D min,House,Defected,2020-06-10,13591932.0
3,5:20,2020-05-15,126,A♯ maj,Tech House,Black Book Records,2020-06-10,13576310.0
4,8:08,2020-05-29,122,A♯ min,Melodic House & Techno,Keinemusik,2020-06-10,13602015.0
5,6:04,2020-05-29,129,A♯ min,Tech House,Hot Fuss,2020-06-10,13602183.0
6,6:46,2020-06-05,126,F min,House,Nothing Else Matters,2020-06-10,13577515.0
7,6:51,2020-04-03,126,A♯ min,Tech House,Glasgow Underground,2020-06-10,13304611.0
8,4:56,2020-05-29,86,C maj,Drum & Bass,Valve Recordings,2020-06-10,13431133.0
9,7:44,2020-04-17,122,A min,Melodic House & Techno,RCA Records Label,2020-06-10,13358612.0
10,5:10,2020-05-15,124,C min,Dance,Ultra,2020-06-10,13544804.0
11,7:03,2020-05-01,123,A♯ maj,House,Defected,2020-06-10,13458364.0
12,4:40,2020-04-24,125,A min,Tech House,Sink or Swim,2020-06-10,13395227.0
13,7:55,2020-05-22,126,B min,Melodic House & Techno,Mouseville,2020-06-10,13611188.0
14,4:31,2020-05-29,175,C maj,Drum & Bass,Cult.ure,2020-06-10,13678126.0
15,7:22,2020-05-01,123,G min,Nu Disco / Disco,Higher Ground (Mad Decent),2020-06-10,13527555.0
16,5:44,2020-05-15,123,A min,House,Defected,2020-06-10,13535391.0
17,5:26,2020-02-21,124,D min,House,HouseU,2020-06-10,13098550.0
18,5:51,2020-05-29,126,A min,Tech House,Black Book Records,2020-06-10,13574783.0
19,6:20,2020-05-29,123,E min,Nu Disco / Disco,Different,2020-06-10,13601981.0
20,8:32,2020-06-01,124,E min,Melodic House & Techno,Running Clouds,2020-06-10,13518744.0
21,5:54,2020-06-05,126,A♯ min,Tech House,Repopulate Mars,2020-06-10,13614826.0
22,6:36,2020-05-08,126,D min,House,Toolroom,2020-06-10,13455896.0
23,7:25,2020-04-27,130,A min,Techno (Peak Time / Driving / Hard),Terminal M,2020-06-10,13300094.0
24,6:21,2020-05-29,120,F min,Melodic House & Techno,Anjunadeep,2020-06-10,13627944.0
25,6:23,2020-05-29,126,A min,Tech House,Toolroom,2020-06-10,13589546.0
26,7:17,2020-03-13,124,C♯ maj,House,Different,2020-06-10,13224643.0
27,8:21,2020-05-29,124,C♯ maj,Melodic House & Techno,Spectrum (NL),2020-06-10,13579243.0
28,5:53,2020-03-27,125,A min,Tech House,Lovejuice Records,2020-06-10,13276032.0
29,6:11,2020-06-05,126,A min,Tech House,Sola,2020-06-10,13632838.0
30,6:52,2020-05-08,128,G♯ maj,Techno (Peak Time / Driving / Hard),1605,2020-06-10,13448171.0
31,5:10,2020-04-03,124,D♯ min,House,HouseU,2020-06-10,13289612.0
32,4:53,2020-05-21,127,F♯ min,House,Universal-Island Records Ltd.,2020-06-10,13660904.0
33,7:13,2020-05-12,124,A♯ min,Melodic House & Techno,Anjunadeep,2020-06-10,13534688.0
34,5:15,2020-04-03,124,A maj,Deep House,SPINNIN' DEEP,2020-06-10,13270039.0
35,7:45,2020-05-15,128,G maj,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-10,13544294.0
36,5:25,2020-02-28,124,A maj,House,There Was Jack,2020-06-10,13139783.0
37,4:59,2020-05-22,87,D♯ min,Drum & Bass,Virgin EMI,2020-06-10,13660830.0
38,7:23,2020-05-22,126,G maj,Tech House,Hot Creations,2020-06-10,13543076.0
39,5:45,2020-05-11,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-10,13478933.0
40,4:53,2020-05-29,126,A min,Tech House,Club Sweat,2020-06-10,13508237.0
41,4:30,2020-05-29,87,F min,Drum & Bass,DNB Allstars Records,2020-06-10,13609097.0
42,8:04,2020-05-15,120,D min,Melodic House & Techno,Anjunadeep,2020-06-10,13502984.0
43,7:08,2020-03-13,130,E min,Techno (Peak Time / Driving / Hard),Perfekt Groove Recordings,2020-06-10,13233333.0
44,6:11,2020-05-15,127,A min,Tech House,Cr2 Records,2020-06-10,13475456.0
45,7:41,2020-04-03,125,D min,Melodic House & Techno,Knee Deep In Sound,2020-06-10,13301110.0
46,8:03,2020-05-08,124,A min,House,Rekids,2020-06-10,13457531.0
47,3:13,2020-05-15,175,A♯ min,Drum & Bass,Cult.ure,2020-06-10,13622356.0
48,7:26,2020-06-05,122,A maj,Indie Dance,TAU,2020-06-10,13545786.0
49,6:12,2020-06-05,125,G♯ min,Progressive House,Armada Music,2020-06-10,13616384.0
50,5:01,2020-05-15,125,A♯ min,Funky / Groove / Jackin' House,Next-Gen-Records,2020-06-10,13431846.0
51,6:43,2020-04-17,125,C min,Tech House,SOLOTOKO,2020-06-10,13319301.0
52,6:38,2020-05-01,124,A min,Nu Disco / Disco,Enormous Tunes,2020-06-10,13404066.0
53,6:20,2020-05-22,127,A♯ min,Tech House,Sola,2020-06-10,13417750.0
54,8:52,2020-05-15,123,B maj,Afro House,VOD,2020-06-10,13503450.0
55,5:54,2020-04-03,126,C min,Minimal / Deep Tech,Rawsome Deep,2020-06-10,13286413.0
56,7:05,2020-05-15,123,A♯ maj,Tech House,Saved Records,2020-06-10,13497085.0
57,8:05,2020-04-24,133,B min,Techno (Peak Time / Driving / Hard),Armada Music,2020-06-10,13381544.0
58,4:30,2020-05-29,174,D min,Drum & Bass,Valve Recordings,2020-06-10,13431134.0
59,8:56,2020-06-05,122,G min,Progressive House,Lost Miracle,2020-06-10,13620755.0
60,5:38,2020-03-31,125,A maj,Tech House,Catch & Release/Astralwerks,2020-06-10,13362738.0
61,5:50,2020-05-22,124,A min,Tech House,La Luna Records,2020-06-10,13445222.0
62,6:37,2020-05-25,132,C♯ min,Techno (Peak Time / Driving / Hard),Fe Chrome,2020-06-10,13591419.0
63,7:32,2020-05-22,123,C min,Deep House,Crosstown Rebels,2020-06-10,13544101.0
64,5:11,2020-05-15,125,D♯ min,House,Ministry of Sound Recordings,2020-06-10,13530785.0
65,8:03,2020-01-17,123,A♯ maj,Melodic House & Techno,Kontor Records,2020-06-10,12792193.0
66,5:09,2020-05-22,124,E min,House,There Was Jack,2020-06-10,13496482.0
67,6:34,2020-06-05,128,A min,House,DFTD,2020-06-10,13645549.0
68,4:59,2020-03-02,125,D min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-10,13167905.0
69,6:01,2020-05-08,125,A♯ maj,Progressive House,8Bit,2020-06-10,13296484.0
70,6:07,2020-03-13,128,C♯ min,Techno (Peak Time / Driving / Hard),1605,2020-06-10,13153393.0
71,3:48,2020-06-05,87,F♯ min,Drum & Bass,1985 Music,2020-06-10,13554078.0
72,6:40,2020-05-29,123,A min,Melodic House & Techno,Afterlife Records,2020-06-10,13671534.0
73,5:48,2020-05-22,124,G min,Bass House,SPINNIN' RECORDS,2020-06-10,13648690.0
74,7:14,2020-05-27,124,F♯ min,Melodic House & Techno,Anjunadeep,2020-06-10,13615095.0
75,5:38,2020-03-02,125,A min,Funky / Groove / Jackin' House,Cube Recordings,2020-06-10,13192473.0
76,6:30,2019-07-14,124,A maj,Nu Disco / Disco,Muzik X Press,2020-06-10,12311681.0
77,8:08,2020-06-05,110,G maj,Indie Dance,Permanent Vacation,2020-06-10,13610629.0
78,5:39,2020-04-27,123,G maj,House,Idol Records,2020-06-10,13385932.0
79,7:06,2020-03-27,123,D maj,Melodic House & Techno,Timeless Moment,2020-06-10,13314906.0
80,5:59,2020-04-10,126,G min,Tech House,All We Have Is Now,2020-06-10,13230811.0
81,7:04,2020-05-22,130,G♯ min,Techno (Peak Time / Driving / Hard),Legend,2020-06-10,13503150.0
82,8:20,2020-05-22,138,C min,Trance,Black Hole Recordings,2020-06-10,13291129.0
83,6:22,2020-04-17,125,C min,Tech House,Armada Subjekt,2020-06-10,13366870.0
84,4:33,2020-05-08,86,A min,Drum & Bass,Cult.ure,2020-06-10,13568703.0
85,4:44,2020-05-08,123,A♯ min,Funky / Groove / Jackin' House,Tactical Records,2020-06-10,13480233.0
86,6:22,2020-06-05,128,D min,House,DFTD,2020-06-10,13645550.0
87,7:32,2020-05-26,124,C min,Deep House,Anjunadeep,2020-06-10,13572739.0
88,5:55,2020-05-08,175,A♯ maj,Drum & Bass,Dread Recordings,2020-06-10,13269352.0
89,6:28,2020-05-22,125,D min,House,Soulfuric Trax,2020-06-10,13579022.0
90,5:04,2020-05-22,87,B min,Drum & Bass,RUN,2020-06-10,13627389.0
91,4:35,2020-05-15,86,B min,Drum & Bass,V Recordings,2020-06-10,13574641.0
92,5:44,2020-05-08,138,C min,Trance,Armada Music,2020-06-10,13535844.0
93,7:14,2019-12-06,124,A min,Melodic House & Techno,fryhide,2020-06-10,12806184.0
94,8:00,2019-05-17,124,D min,Melodic House & Techno,Embassy One,2020-06-10,11649874.0
95,6:42,2020-06-05,125,C♯ min,House,Toolroom,2020-06-10,13619529.0
96,8:02,2020-05-25,123,F♯ min,Melodic House & Techno,Space Motion Records,2020-06-10,13562463.0
97,4:36,2020-02-21,120,A maj,Nu Disco / Disco,Prison Entertainment,2020-06-10,13201928.0
98,6:54,2020-05-15,125,A min,Deep House,Rebellion,2020-06-10,13480285.0
99,7:15,2020-04-27,128,A min,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-10,13419822.0
100,7:26,2020-05-29,127,D min,Melodic House & Techno,Armind (Armada),2020-06-10,13563714.0
1,6:04,2020-05-29,129,A♯ min,Tech House,Hot Fuss,2020-06-16,13602183.0
2,6:46,2020-06-05,126,F min,House,Nothing Else Matters,2020-06-16,13577515.0
3,7:16,2020-05-29,120,D min,Melodic House & Techno,Siamese,2020-06-16,13614894.0
4,5:08,2020-05-29,125,D min,House,Defected,2020-06-16,13591932.0
5,6:11,2020-06-05,126,A min,Tech House,Sola,2020-06-16,13632838.0
6,5:20,2020-05-15,126,A♯ maj,Tech House,Black Book Records,2020-06-16,13576310.0
7,8:08,2020-05-29,122,A♯ min,Melodic House & Techno,Keinemusik,2020-06-16,13602015.0
8,6:51,2020-04-03,126,A♯ min,Tech House,Glasgow Underground,2020-06-16,13304611.0
9,5:54,2020-06-05,126,A♯ min,Tech House,Repopulate Mars,2020-06-16,13614826.0
10,6:24,2020-06-11,135,C maj,Techno (Peak Time / Driving / Hard),KNTXT,2020-06-16,13636228.0
11,7:44,2020-04-17,122,A min,Melodic House & Techno,RCA Records Label,2020-06-16,13358612.0
12,4:40,2020-04-24,125,A min,Tech House,Sink or Swim,2020-06-16,13395227.0
13,5:10,2020-05-15,124,C min,Dance,Ultra,2020-06-16,13544804.0
14,8:21,2020-05-29,124,C♯ maj,Melodic House & Techno,Spectrum (NL),2020-06-16,13579243.0
15,6:12,2020-06-05,125,G♯ min,Progressive House,Armada Music,2020-06-16,13616384.0
16,4:31,2020-05-29,175,C maj,Drum & Bass,Cult.ure,2020-06-16,13678126.0
17,5:26,2020-02-21,124,D min,House,HouseU,2020-06-16,13098550.0
18,4:56,2020-05-29,86,C maj,Drum & Bass,Valve Recordings,2020-06-16,13431133.0
19,6:20,2020-05-29,123,E min,Nu Disco / Disco,Different,2020-06-16,13601981.0
20,4:53,2020-05-29,126,A min,Tech House,Club Sweat,2020-06-16,13508237.0
21,6:23,2020-05-29,126,A min,Tech House,Toolroom,2020-06-16,13589546.0
22,8:32,2020-06-01,124,E min,Melodic House & Techno,Running Clouds,2020-06-16,13518744.0
23,5:44,2020-06-12,127,A♯ min,House,FFRR,2020-06-16,13744112.0
24,7:03,2020-05-01,123,A♯ maj,House,Defected,2020-06-16,13458364.0
25,6:52,2020-05-08,128,G♯ maj,Techno (Peak Time / Driving / Hard),1605,2020-06-16,13448171.0
26,6:17,2020-06-10,124,A min,Melodic House & Techno,Anjunadeep,2020-06-16,13651274.0
27,7:17,2020-06-05,126,F maj,Deep House,Heist Recordings,2020-06-16,13616618.0
28,6:36,2020-05-08,126,D min,House,Toolroom,2020-06-16,13455896.0
29,7:55,2020-05-22,126,B min,Melodic House & Techno,Mouseville,2020-06-16,13611188.0
30,7:25,2020-04-27,130,A min,Techno (Peak Time / Driving / Hard),Terminal M,2020-06-16,13300094.0
31,5:53,2020-03-27,125,A min,Tech House,Lovejuice Records,2020-06-16,13276032.0
32,5:15,2020-04-03,124,A maj,Deep House,SPINNIN' DEEP,2020-06-16,13270039.0
33,6:21,2020-05-29,120,F min,Melodic House & Techno,Anjunadeep,2020-06-16,13627944.0
34,6:37,2020-05-25,132,C♯ min,Techno (Peak Time / Driving / Hard),Fe Chrome,2020-06-16,13591419.0
35,7:22,2020-05-01,123,G min,Nu Disco / Disco,Higher Ground (Mad Decent),2020-06-16,13527555.0
36,5:44,2020-05-15,123,A min,House,Defected,2020-06-16,13535391.0
37,5:51,2020-05-29,126,A min,Tech House,Black Book Records,2020-06-16,13574783.0
38,6:46,2020-06-08,128,A min,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-16,13644702.0
39,5:45,2020-05-11,123,A min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-16,13478933.0
40,5:25,2020-02-28,124,A maj,House,There Was Jack,2020-06-16,13139783.0
41,6:09,2020-06-11,136,A min,Techno (Peak Time / Driving / Hard),KNTXT,2020-06-16,13636229.0
42,7:13,2020-05-12,124,A♯ min,Melodic House & Techno,Anjunadeep,2020-06-16,13534688.0
43,4:53,2020-05-21,127,F♯ min,House,Universal-Island Records Ltd.,2020-06-16,13660904.0
44,5:10,2020-04-03,124,D♯ min,House,HouseU,2020-06-16,13289612.0
45,7:17,2020-03-13,124,C♯ maj,House,Different,2020-06-16,13224643.0
46,4:30,2020-06-11,87,F min,Drum & Bass,Hospital Records,2020-06-16,13482034.0
47,7:45,2020-05-15,128,G maj,Techno (Peak Time / Driving / Hard),Drumcode,2020-06-16,13544294.0
48,7:08,2020-03-13,130,E min,Techno (Peak Time / Driving / Hard),Perfekt Groove Recordings,2020-06-16,13233333.0
49,4:59,2020-05-22,87,D♯ min,Drum & Bass,Virgin EMI,2020-06-16,13660830.0
50,7:23,2020-05-22,126,G maj,Tech House,Hot Creations,2020-06-16,13543076.0
51,5:28,2020-06-05,130,D min,Minimal / Deep Tech,Solid Grooves Records,2020-06-16,13554171.0
52,5:54,2020-04-03,126,C min,Minimal / Deep Tech,Rawsome Deep,2020-06-16,13286413.0
53,6:34,2020-06-05,128,A min,House,DFTD,2020-06-16,13645549.0
54,8:56,2020-06-05,122,G min,Progressive House,Lost Miracle,2020-06-16,13620755.0
55,7:04,2020-05-22,130,G♯ min,Techno (Peak Time / Driving / Hard),Legend,2020-06-16,13503150.0
56,5:01,2020-05-15,125,A♯ min,Funky / Groove / Jackin' House,Next-Gen-Records,2020-06-16,13431846.0
57,7:26,2020-06-05,122,A maj,Indie Dance,TAU,2020-06-16,13545786.0
58,4:53,2020-06-12,86,F maj,Drum & Bass,Symmetry Recordings,2020-06-16,13621736.0
59,8:04,2020-05-15,120,D min,Melodic House & Techno,Anjunadeep,2020-06-16,13502984.0
60,3:48,2020-06-05,87,F♯ min,Drum & Bass,1985 Music,2020-06-16,13554078.0
61,3:13,2020-05-15,175,A♯ min,Drum & Bass,Cult.ure,2020-06-16,13622356.0
62,8:03,2020-05-08,124,A min,House,Rekids,2020-06-16,13457531.0
63,5:48,2020-05-22,124,G min,Bass House,SPINNIN' RECORDS,2020-06-16,13648690.0
64,4:42,2020-06-09,174,D♯ min,Drum & Bass,Critical Music,2020-06-16,13734020.0
65,5:09,2020-05-22,124,E min,House,There Was Jack,2020-06-16,13496482.0
66,7:32,2020-05-22,123,C min,Deep House,Crosstown Rebels,2020-06-16,13544101.0
67,4:30,2020-05-29,87,F min,Drum & Bass,DNB Allstars Records,2020-06-16,13609097.0
68,6:59,2020-06-05,122,F maj,Progressive House,UV,2020-06-16,13592753.0
69,5:08,2020-06-05,87,A min,Drum & Bass,1985 Music,2020-06-16,13554076.0
70,4:17,2020-06-12,175,C♯ maj,Drum & Bass,Cult.ure,2020-06-16,13757089.0
71,5:18,2020-06-12,122,F♯ min,Melodic House & Techno,Diynamic,2020-06-16,13678096.0
72,8:05,2020-04-24,133,B min,Techno (Peak Time / Driving / Hard),Armada Music,2020-06-16,13381544.0
73,7:41,2020-04-03,125,D min,Melodic House & Techno,Knee Deep In Sound,2020-06-16,13301110.0
74,5:48,2020-05-29,127,D maj,Tech House,Arcane Music,2020-06-16,13618817.0
75,6:37,2020-06-08,140,F min,Trance,VII,2020-06-16,13596966.0
76,4:47,2020-06-05,138,F♯ maj,Big Room,Smash The House Official,2020-06-16,13691901.0
77,6:15,2020-06-05,142,A min,Trance,Victims Helpline,2020-06-16,13467431.0
78,7:26,2020-05-29,127,D min,Melodic House & Techno,Armind (Armada),2020-06-16,13563714.0
79,4:59,2020-03-02,125,D min,Funky / Groove / Jackin' House,PornoStar Records,2020-06-16,13167905.0
80,6:07,2020-03-13,128,C♯ min,Techno (Peak Time / Driving / Hard),1605,2020-06-16,13153393.0
81,5:54,2020-06-11,136,A♯ min,Techno (Peak Time / Driving / Hard),KNTXT,2020-06-16,13636230.0
82,5:58,2020-06-05,126,D maj,Progressive House,Vivrant,2020-06-16,13620345.0
83,8:52,2020-05-15,123,B maj,Afro House,VOD,2020-06-16,13503450.0
84,6:13,2020-06-12,116,B min,Indie Dance,Sapiens,2020-06-16,13594825.0
85,3:29,2020-06-05,174,E maj,Drum & Bass,Overview Music,2020-06-16,13659928.0
86,6:22,2020-06-05,128,D min,House,DFTD,2020-06-16,13645550.0
87,5:38,2020-03-02,125,A min,Funky / Groove / Jackin' House,Cube Recordings,2020-06-16,13192473.0
88,7:44,2020-06-05,125,F maj,Melodic House & Techno,Fayer,2020-06-16,13652917.0
89,8:08,2020-06-05,110,G maj,Indie Dance,Permanent Vacation,2020-06-16,13610629.0
90,6:20,2020-05-22,127,A♯ min,Tech House,Sola,2020-06-16,13417750.0
91,5:24,2020-04-10,128,A♯ min,Tech House,Etiquette,2020-06-16,13331811.0
92,3:32,2020-06-12,130,D min,Big Room,Armind (Armada),2020-06-16,13674529.0
93,6:28,2020-05-22,125,D min,House,Soulfuric Trax,2020-06-16,13579022.0
94,6:22,2020-04-17,125,C min,Tech House,Armada Subjekt,2020-06-16,13366870.0
95,6:56,2020-06-05,130,D min,Minimal / Deep Tech,Solid Grooves Records,2020-06-16,13554172.0
96,5:37,2020-04-09,126,D♯ maj,Tech House,Moon Harbour Recordings,2020-06-16,13230219.0
97,8:03,2020-01-17,123,A♯ maj,Melodic House & Techno,Kontor Records,2020-06-16,12792193.0
98,5:26,2020-06-12,127,D min,House,Toolroom,2020-06-16,13655469.0
99,4:44,2020-05-08,123,A♯ min,Funky / Groove / Jackin' House,Tactical Records,2020-06-16,13480233.0
100,4:30,2020-05-29,174,D min,Drum & Bass,Valve Recordings,2020-06-16,13431134.0
1,6:04,2020-05-29,129,A♯ min,Tech House,Hot Fuss,2020-06-21,13602183.0
2,6:46,2020-06-05,126,F min,House,Nothing Else Matters,2020-06-21,13577515.0
3,6:11,2020-06-05,126,A min,Tech House,Sola,2020-06-21,13632838.0
4,5:08,2020-05-29,125,D min,House,Defected,2020-06-21,13591932.0
5,6:24,2020-06-11,135,C maj,Techno (Peak Time / Driving / Hard),KNTXT,2020-06-21,13636228.0
6,7:16,2020-05-29,120,D min,Melodic House & Techno,Siamese,2020-06-21,13614894.0
7,5:54,2020-06-05,126,A♯ min,Tech House,Repopulate Mars,2020-06-21,13614826.0
8,6:51,2020-04-03,126,A♯ min,Tech House,Glasgow Underground,2020-06-21,13304611.0
9,5:20,2020-05-15,126,A♯ maj,Tech House,Black Book Records,2020-06-21,13576310.0
10,8:08,2020-05-29,122,A♯ min,Melodic House & Techno,Keinemusik,2020-06-21,13602015.0
